Season,SCALECODE,CONFIGURATION,SIZEVALUEID,QUANTITY,QUANTITYDISTRIBUTIONMETHOD,SCALEDESCRIPTION,SIZERANGEID,Percent
SPSU25,WNUSRTSPORTSBRAS,,XL,3,Percent,Womens US Retail SPORTSBRAS,WST,3%
SPSU25,WNUSRTSPORTSBRAS,,XXL,0,Percent,Womens US Retail SPORTSBRAS,WST,0%
SPSU25,WNUSRT BLISS SPORTSBRA,,XXS,0,Percent,Womens US Retail BLISS SPORTSBRA,WST,0%
SPSU25,WNUSRT BLISS SPORTSBRA,,XS,15,Percent,Womens US Retail BLISS SPORTSBRA,WST,15%
SPSU25,WNUSRT BLISS SPORTSBRA,,S,42,Percent,Womens US Retail BLISS SPORTSBRA,WST,42%
SPSU25,WNUSRT BLISS SPORTSBRA,,M,31,Percent,Womens US Retail BLISS SPORTSBRA,WST,31%
SPSU25,WNUSRT BLISS SPORTSBRA,,L,10,Percent,Womens US Retail BLISS SPORTSBRA,WST,10%
SPSU25,WNUSRT BLISS SPORTSBRA,,XL,2,Percent,Womens US Retail BLISS SPORTSBRA,WST,2%
SPSU25,WNUSRT BLISS SPORTSBRA,,XXL,0,Percent,Womens US Retail BLISS SPORTSBRA,WST,0%
SPSU25,WNUSRTLS TOPS,,XXS,0,Percent,Womens US Retail LS TOPS,WST,0%
SPSU25,WNUSRTLS TOPS,,XS,19,Percent,Womens US Retail LS TOPS,WST,19%
SPSU25,WNUSRTLS TOPS,,S,35,Percent,Womens US Retail LS TOPS,WST,35%
SPSU25,WNUSRTLS TOPS,,M,29,Percent,Womens US Retail LS TOPS,WST,29%
SPSU25,WNUSRTLS TOPS,,L,12,Percent,Womens US Retail LS TOPS,WST,12%
SPSU25,WNUSRTLS TOPS,,XL,5,Percent,Womens US Retail LS TOPS,WST,5%
SPSU25,WNUSRTLS TOPS,,XXL,0,Percent,Womens US Retail LS TOPS,WST,0%
SPSU25,WNUSRTLS TOPS,,XXS,0,Percent,Womens US Retail LS TOPS,WST,0%
SPSU25,WNUSRTLS TOPS,,XS,19,Percent,Womens US Retail LS TOPS,WST,19%
SPSU25,WNUSRTLS TOPS,,S,35,Percent,Womens US Retail LS TOPS,WST,35%
SPSU25,WNUSRTLS TOPS,,M,29,Percent,Womens US Retail LS TOPS,WST,29%
SPSU25,WNUSRTLS TOPS,,L,12,Percent,Womens US Retail LS TOPS,WST,12%
SPSU25,WNUSRTLS TOPS,,XL,5,Percent,Womens US Retail LS TOPS,WST,5%
SPSU25,WNUSRTLS TOPS,,XXL,0,Percent,Womens US Retail LS TOPS,WST,0%
SPSU25,WNUSRTSS TOPS,,XXS,0,Percent,Womens US Retail SS TOPS,WST,0%
SPSU25,WNUSRTSS TOPS,,XS,20,Percent,Womens US Retail SS TOPS,WST,20%
SPSU25,WNUSRTSS TOPS,,S,36,Percent,Womens US Retail SS TOPS,WST,36%
SPSU25,WNUSRTSS TOPS,,M,28,Percent,Womens US Retail SS TOPS,WST,28%
SPSU25,WNUSRTSS TOPS,,L,12,Percent,Womens US Retail SS TOPS,WST,12%
SPSU25,WNUSRTSS TOPS,,XL,4,Percent,Womens US Retail SS TOPS,WST,4%
SPSU25,WNUSRTSS TOPS,,XXL,0,Percent,Womens US Retail SS TOPS,WST,0%
SPSU25,WNUSRTSS TOPS,,XXS,0,Percent,Womens US Retail SS TOPS,WST,0%
SPSU25,WNUSRTSS TOPS,,XS,20,Percent,Womens US Retail SS TOPS,WST,20%
SPSU25,WNUSRTSS TOPS,,S,36,Percent,Womens US Retail SS TOPS,WST,36%
SPSU25,WNUSRTSS TOPS,,M,28,Percent,Womens US Retail SS TOPS,WST,28%
SPSU25,WNUSRTSS TOPS,,L,12,Percent,Womens US Retail SS TOPS,WST,12%
SPSU25,WNUSRTSS TOPS,,XL,4,Percent,Womens US Retail SS TOPS,WST,4%
SPSU25,WNUSRTSS TOPS,,XXL,0,Percent,Womens US Retail SS TOPS,WST,0%
SPSU25,WNUSRTTANKS,,XXS,0,Percent,Womens US Retail TANKS,WST,0%
SPSU25,WNUSRTTANKS,,XS,18,Percent,Womens US Retail TANKS,WST,18%
SPSU25,WNUSRTTANKS,,S,39,Percent,Womens US Retail TANKS,WST,39%
SPSU25,WNUSRTTANKS,,M,30,Percent,Womens US Retail TANKS,WST,30%
SPSU25,WNUSRTTANKS,,L,10,Percent,Womens US Retail TANKS,WST,10%
SPSU25,WNUSRTTANKS,,XL,3,Percent,Womens US Retail TANKS,WST,3%
SPSU25,WNUSRTTANKS,,XXL,0,Percent,Womens US Retail TANKS,WST,0%
SPSU25,WNUSRTTANKS,,XXS,0,Percent,Womens US Retail TANKS,WST,0%
SPSU25,WNUSRTTANKS,,XS,18,Percent,Womens US Retail TANKS,WST,18%
SPSU25,WNUSRTTANKS,,S,39,Percent,Womens US Retail TANKS,WST,39%
SPSU25,WNUSRTTANKS,,M,30,Percent,Womens US Retail TANKS,WST,30%
SPSU25,WNUSRTTANKS,,L,10,Percent,Womens US Retail TANKS,WST,10%
SPSU25,WNUSRTTANKS,,XL,3,Percent,Womens US Retail TANKS,WST,3%
SPSU25,WNUSRTTANKS,,XXL,0,Percent,Womens US Retail TANKS,WST,0%
SPSU25,WMUSRT BODYSUIT,,XXS,0,Percent,Womens US Retail Bodysuit,WST,0%
SPSU25,WMUSRT BODYSUIT,,XS,16,Percent,Womens US Retail Bodysuit,WST,16%
SPSU25,WMUSRT BODYSUIT,,S,39,Percent,Womens US Retail Bodysuit,WST,39%
SPSU25,WMUSRT BODYSUIT,,M,31,Percent,Womens US Retail Bodysuit,WST,31%
SPSU25,WMUSRT BODYSUIT,,L,11,Percent,Womens US Retail Bodysuit,WST,11%
SPSU25,WMUSRT BODYSUIT,,XL,3,Percent,Womens US Retail Bodysuit,WST,3%
SPSU25,WMUSRT BODYSUIT,,XXL,0,Percent,Womens US Retail Bodysuit,WST,0%
SPSU25,WNUSRT VESTS,,XXS,0,Percent,Womens US Retail VESTS,WST,0%
SPSU25,WNUSRT VESTS,,XS,20,Percent,Womens US Retail VESTS,WST,20%
SPSU25,WNUSRT VESTS,,S,39,Percent,Womens US Retail VESTS,WST,39%
SPSU25,WNUSRT VESTS,,M,27,Percent,Womens US Retail VESTS,WST,27%
SPSU25,WNUSRT VESTS,,L,9,Percent,Womens US Retail VESTS,WST,9%
SPSU25,WNUSRT VESTS,,XL,5,Percent,Womens US Retail VESTS,WST,5%
SPSU25,WNUSRT VESTS,,XXL,0,Percent,Womens US Retail VESTS,WST,0%
SPSU25,WNUSRTSWIMBTTMS,,XXS,0,Percent,Womens US Retail SWIM BOTTOMS,WSB,0%
SPSU25,WNUSRTSWIMBTTMS,,XS,12,Percent,Womens US Retail SWIM BOTTOMS,WSB,12%
SPSU25,WNUSRTSWIMBTTMS,,S,34,Percent,Womens US Retail SWIM BOTTOMS,WSB,34%
SPSU25,WNUSRTSWIMBTTMS,,M,34,Percent,Womens US Retail SWIM BOTTOMS,WSB,34%
SPSU25,WNUSRTSWIMBTTMS,,L,15,Percent,Womens US Retail SWIM BOTTOMS,WSB,15%
SPSU25,WNUSRTSWIMBTTMS,,XL,5,Percent,Womens US Retail SWIM BOTTOMS,WSB,5%
SPSU25,WNUSRTSWIMBTTMS,,XXL,0,Percent,Womens US Retail SWIM BOTTOMS,WSB,0%
SPSU25,WNUSRTSWIMOP,,XXS,0,Percent,Womens US Retail SWIM ONE PIECE,WST,0%
SPSU25,WNUSRTSWIMOP,,XS,6,Percent,Womens US Retail SWIM ONE PIECE,WST,6%
SPSU25,WNUSRTSWIMOP,,S,32,Percent,Womens US Retail SWIM ONE PIECE,WST,32%
SPSU25,WNUSRTSWIMOP,,M,34,Percent,Womens US Retail SWIM ONE PIECE,WST,34%
SPSU25,WNUSRTSWIMOP,,L,22,Percent,Womens US Retail SWIM ONE PIECE,WST,22%
SPSU25,WNUSRTSWIMOP,,XL,6,Percent,Womens US Retail SWIM ONE PIECE,WST,6%
SPSU25,WNUSRTSWIMOP,,XXL,0,Percent,Womens US Retail SWIM ONE PIECE,WST,0%
SPSU25,WNUSRTSWIMTOPS,,XXS,0,Percent,Womens US Retail SWIM TOPS,WST,0%
SPSU25,WNUSRTSWIMTOPS,,XS,9,Percent,Womens US Retail SWIM TOPS,WST,9%
SPSU25,WNUSRTSWIMTOPS,,S,30,Percent,Womens US Retail SWIM TOPS,WST,30%
SPSU25,WNUSRTSWIMTOPS,,M,37,Percent,Womens US Retail SWIM TOPS,WST,37%
SPSU25,WNUSRTSWIMTOPS,,L,18,Percent,Womens US Retail SWIM TOPS,WST,18%
SPSU25,WNUSRTSWIMTOPS,,XL,6,Percent,Womens US Retail SWIM TOPS,WST,6%
SPSU25,WNUSRTSWIMTOPS,,XXL,0,Percent,Womens US Retail SWIM TOPS,WST,0%
SPSU25,WNUSRT RASHGAURD,,XXS,0,Percent,Womens US Retail Rashgaurd,WST,0%
SPSU25,WNUSRT RASHGAURD,,XS,16,Percent,Womens US Retail Rashgaurd,WST,16%
SPSU25,WNUSRT RASHGAURD,,S,38,Percent,Womens US Retail Rashgaurd,WST,38%
SPSU25,WNUSRT RASHGAURD,,M,23,Percent,Womens US Retail Rashgaurd,WST,23%
SPSU25,WNUSRT RASHGAURD,,L,16,Percent,Womens US Retail Rashgaurd,WST,16%
SPSU25,WNUSRT RASHGAURD,,XL,7,Percent,Womens US Retail Rashgaurd,WST,7%
SPSU25,WNUSRT RASHGAURD,,XXL,0,Percent,Womens US Retail Rashgaurd,WST,0%
SPSU25,MNUSRTFLEECEEXTSP24,,XXS,0,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,0%
SPSU25,MNUSRTFLEECEEXTSP24,,XS,3,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,3%
SPSU25,MNUSRTFLEECEEXTSP24,,S,8,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,8%
SPSU25,MNUSRTFLEECEEXTSP24,,M,27,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,27%
SPSU25,MNUSRTFLEECEEXTSP24,,L,37,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,37%
SPSU25,MNUSRTFLEECEEXTSP24,,XL,19,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,19%
SPSU25,MNUSRTFLEECEEXTSP24,,XXL,3,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,3%
SPSU25,MNUSRTFLEECEEXTSP24,,3XL,3,Percent,Mens US Retail FLEECE EXTENDED SP24,MST,3%
SPSU25,MNUSRTELASTIC PANTS EXT,,XXS,0,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,0%
SPSU25,MNUSRTELASTIC PANTS EXT,,XS,3,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,3%
SPSU25,MNUSRTELASTIC PANTS EXT,,S,11,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,11%
SPSU25,MNUSRTELASTIC PANTS EXT,,M,33,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,33%
SPSU25,MNUSRTELASTIC PANTS EXT,,L,34,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,34%
SPSU25,MNUSRTELASTIC PANTS EXT,,XL,15,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,15%
SPSU25,MNUSRTELASTIC PANTS EXT,,XXL,4,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,4%
SPSU25,MNUSRTELASTIC PANTS EXT,,3XL,0,Percent,Mens US Retail ELASTIC PANTS EXT,MSB,0%
SPSU25,MNUSRTJOGGERS EXT,,XXS,0,Percent,Mens US Retail JOGGERS EXT,MSB,0%
SPSU25,MNUSRTJOGGERS EXT,,XS,3,Percent,Mens US Retail JOGGERS EXT,MSB,3%
SPSU25,MNUSRTJOGGERS EXT,,S,11,Percent,Mens US Retail JOGGERS EXT,MSB,11%
SPSU25,MNUSRTJOGGERS EXT,,M,33,Percent,Mens US Retail JOGGERS EXT,MSB,33%
SPSU25,MNUSRTJOGGERS EXT,,L,35,Percent,Mens US Retail JOGGERS EXT,MSB,35%
SPSU25,MNUSRTJOGGERS EXT,,XL,14,Percent,Mens US Retail JOGGERS EXT,MSB,14%
SPSU25,MNUSRTJOGGERS EXT,,XXL,4,Percent,Mens US Retail JOGGERS EXT,MSB,4%
SPSU25,MNUSRTJOGGERS EXT,,3XL,0,Percent,Mens US Retail JOGGERS EXT,MSB,0%
SPSU25,MNUSRTSHORTS EXT,,XXS,0,Percent,Mens US Retail SHORTS EXT,MSB,0%
SPSU25,MNUSRTSHORTS EXT,,XS,3,Percent,Mens US Retail SHORTS EXT,MSB,3%
SPSU25,MNUSRTSHORTS EXT,,S,10,Percent,Mens US Retail SHORTS EXT,MSB,10%
SPSU25,MNUSRTSHORTS EXT,,M,34,Percent,Mens US Retail SHORTS EXT,MSB,34%
SPSU25,MNUSRTSHORTS EXT,,L,35,Percent,Mens US Retail SHORTS EXT,MSB,35%
SPSU25,MNUSRTSHORTS EXT,,XL,14,Percent,Mens US Retail SHORTS EXT,MSB,14%
SPSU25,MNUSRTSHORTS EXT,,XXL,4,Percent,Mens US Retail SHORTS EXT,MSB,4%
SPSU25,MNUSRTSHORTS EXT,,3XL,0,Percent,Mens US Retail SHORTS EXT,MSB,0%
SPSU25,MNUSRTSS TOPS EXT SP24,,XXS,0,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,0%
SPSU25,MNUSRTSS TOPS EXT SP24,,XS,3,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,3%
SPSU25,MNUSRTSS TOPS EXT SP24,,S,8,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,8%
SPSU25,MNUSRTSS TOPS EXT SP24,,M,27,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,27%
SPSU25,MNUSRTSS TOPS EXT SP24,,L,35,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,35%
SPSU25,MNUSRTSS TOPS EXT SP24,,XL,20,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,20%
SPSU25,MNUSRTSS TOPS EXT SP24,,XXL,4,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,4%
SPSU25,MNUSRTSS TOPS EXT SP24,,3XL,3,Percent,Mens US Retail SS TOPS EXTENDED SP24,MST,3%
SPSU25,WNUSRTFLEECEEXT,,XXS,3,Percent,Womens US Retail FLEECE Ext,WST,3%
SPSU25,WNUSRTFLEECEEXT,,XS,16,Percent,Womens US Retail FLEECE Ext,WST,16%
SPSU25,WNUSRTFLEECEEXT,,S,33,Percent,Womens US Retail FLEECE Ext,WST,33%
SPSU25,WNUSRTFLEECEEXT,,M,28,Percent,Womens US Retail FLEECE Ext,WST,28%
SPSU25,WNUSRTFLEECEEXT,,L,13,Percent,Womens US Retail FLEECE Ext,WST,13%
SPSU25,WNUSRTFLEECEEXT,,XL,4,Percent,Womens US Retail FLEECE Ext,WST,4%
SPSU25,WNUSRTFLEECEEXT,,XXL,3,Percent,Womens US Retail FLEECE Ext,WST,3%
SPSU25,WNUSRTJOGGERS Ext.,,XXS,3,Percent,Womens US Retail JOGGERS Ext.,WSB,3%
SPSU25,WNUSRTJOGGERS Ext.,,XS,18,Percent,Womens US Retail JOGGERS Ext.,WSB,18%
SPSU25,WNUSRTJOGGERS Ext.,,S,34,Percent,Womens US Retail JOGGERS Ext.,WSB,34%
SPSU25,WNUSRTJOGGERS Ext.,,M,29,Percent,Womens US Retail JOGGERS Ext.,WSB,29%
SPSU25,WNUSRTJOGGERS Ext.,,L,10,Percent,Womens US Retail JOGGERS Ext.,WSB,10%
SPSU25,WNUSRTJOGGERS Ext.,,XL,3,Percent,Womens US Retail JOGGERS Ext.,WSB,3%
SPSU25,WNUSRTJOGGERS Ext.,,XXL,3,Percent,Womens US Retail JOGGERS Ext.,WSB,3%
SPSU25,WNUSRTLEGGINGS EXT,,XXS,3,Percent,Womens US Retail LEGGINGS EXT,WSB,3%
SPSU25,WNUSRTLEGGINGS EXT,,XS,12,Percent,Womens US Retail LEGGINGS EXT,WSB,12%
SPSU25,WNUSRTLEGGINGS EXT,,S,38,Percent,Womens US Retail LEGGINGS EXT,WSB,38%
SPSU25,WNUSRTLEGGINGS EXT,,M,32,Percent,Womens US Retail LEGGINGS EXT,WSB,32%
SPSU25,WNUSRTLEGGINGS EXT,,L,9,Percent,Womens US Retail LEGGINGS EXT,WSB,9%
SPSU25,WNUSRTLEGGINGS EXT,,XL,3,Percent,Womens US Retail LEGGINGS EXT,WSB,3%
SPSU25,WNUSRTLEGGINGS EXT,,XXL,3,Percent,Womens US Retail LEGGINGS EXT,WSB,3%
SPSU25,WNUSRTPANTS Ext.,,XXS,3,Percent,Womens US Retail PANTS Ext.,WSB,3%
SPSU25,WNUSRTPANTS Ext.,,XS,20,Percent,Womens US Retail PANTS Ext.,WSB,20%
SPSU25,WNUSRTPANTS Ext.,,S,36,Percent,Womens US Retail PANTS Ext.,WSB,36%
SPSU25,WNUSRTPANTS Ext.,,M,26,Percent,Womens US Retail PANTS Ext.,WSB,26%
SPSU25,WNUSRTPANTS Ext.,,L,9,Percent,Womens US Retail PANTS Ext.,WSB,9%
SPSU25,WNUSRTPANTS Ext.,,XL,3,Percent,Womens US Retail PANTS Ext.,WSB,3%
SPSU25,WNUSRTPANTS Ext.,,XXL,3,Percent,Womens US Retail PANTS Ext.,WSB,3%
SPSU25,WNUSRTSPORTSBRAEXT,,XXS,3,Percent,Womens US Retail SPORTSBRAS EXT,WST,3%
SPSU25,WNUSRTSPORTSBRAEXT,,XS,12,Percent,Womens US Retail SPORTSBRAS EXT,WST,12%
SPSU25,WNUSRTSPORTSBRAEXT,,S,37,Percent,Womens US Retail SPORTSBRAS EXT,WST,37%
SPSU25,WNUSRTSPORTSBRAEXT,,M,33,Percent,Womens US Retail SPORTSBRAS EXT,WST,33%
SPSU25,WNUSRTSPORTSBRAEXT,,L,9,Percent,Womens US Retail SPORTSBRAS EXT,WST,9%
SPSU25,WNUSRTSPORTSBRAEXT,,XL,3,Percent,Womens US Retail SPORTSBRAS EXT,WST,3%
SPSU25,WNUSRTSPORTSBRAEXT,,XXL,3,Percent,Womens US Retail SPORTSBRAS EXT,WST,3%
SPSU25,WNUSRTLS TOPSEXT,,XXS,3,Percent,Womens US Retail LS TOPS Ext,WST,3%
SPSU25,WNUSRTLS TOPSEXT,,XS,17,Percent,Womens US Retail LS TOPS Ext,WST,17%
SPSU25,WNUSRTLS TOPSEXT,,S,33,Percent,Womens US Retail LS TOPS Ext,WST,33%
SPSU25,WNUSRTLS TOPSEXT,,M,29,Percent,Womens US Retail LS TOPS Ext,WST,29%
SPSU25,WNUSRTLS TOPSEXT,,L,12,Percent,Womens US Retail LS TOPS Ext,WST,12%
SPSU25,WNUSRTLS TOPSEXT,,XL,3,Percent,Womens US Retail LS TOPS Ext,WST,3%
SPSU25,WNUSRTLS TOPSEXT,,XXL,3,Percent,Womens US Retail LS TOPS Ext,WST,3%
SPSU25,WNUSRTSS TOPSEXT,,XXS,3,Percent,Womens US Retail SS TOPSEXT,WST,3%
SPSU25,WNUSRTSS TOPSEXT,,XS,18,Percent,Womens US Retail SS TOPSEXT,WST,18%
SPSU25,WNUSRTSS TOPSEXT,,S,34,Percent,Womens US Retail SS TOPSEXT,WST,34%
SPSU25,WNUSRTSS TOPSEXT,,M,28,Percent,Womens US Retail SS TOPSEXT,WST,28%
SPSU25,WNUSRTSS TOPSEXT,,L,11,Percent,Womens US Retail SS TOPSEXT,WST,11%
SPSU25,WNUSRTSS TOPSEXT,,XL,3,Percent,Womens US Retail SS TOPSEXT,WST,3%
SPSU25,WNUSRTSS TOPSEXT,,XXL,3,Percent,Womens US Retail SS TOPSEXT,WST,3%
